name	***	mention	text	class
THE BROWNING CYCLOPÃDIA ***	Shakespeare's Sonnets	If we accept Shakespeare's Sonnets in their natural sense, as the best authorities say we must, they open up to the public gaze passages in the life of the great poet which those who love an ideal Shakespeare would rather have not known.	True
YOUNG LIVES ***	Shakespeare's Sonnets	Together they had read Keats for the first wonderful time; together learned Shakespeare's Sonnets by heart; together rolled out over tavern-tables the sumptuous cadences of De Quincey.	True
THE LIFE OF FROUDE ***	Shakespeare's Sonnets	However, he admitted Skelton's article on the other side, and added, with magnificent candour, that "to this generation Browning's poetry is as uninteresting as Shakespeare's Sonnets were to the last century."	True
EXPOSITOR'S BIBLE: ECCLESIASTES ***	Shakespeare's Sonnets	And there is hardly a finer passage in Shakespeare's Sonnets than that (CXVI.) in which he sings the disinterestedness of Love, and its superiority to all change: "Love is not love Which alters when it alteration finds, Or bends with the remover to remove.	True
REVIEWS***	Shakespeare's Sonnets	 Far be it from us to make any heartless allusion to the fact that Shakespeare's Sonnets were brought out at fivepence, or that for fourpence-halfpenny one could have bought a Martial in ancient Rome.	True
LETTERS OF EDWARD FITZGERALD***	Shakespeare's Sonnets	So by Shakespeare's Sonnets roasted, and Wordsworth's poems basted, My heart will be well toasted, and excellently tasted.	True
THE BODLEIAN AND OTHERS ***	Shakespeare's Sonnets	He secured Shakespeare's Sonnets (1609) and the first edition of the _Rape of Lucrece_ for two guineas, and accounted half a crown a fair average price for quarto copies of Elizabethan plays.	True
CHARMIDES ***	Theaetetus	It is true that a few of the dialogues, such as the Republic and the Timaeus, or the Theaetetus and the Sophist, or the Meno and the Apology, contain allusions to one another.	True
THEAETETUS ***	Theaetetus	Had we no other indications, we should be disposed to range the Theaetetus with the Apology and the Phaedrus, and perhaps even with the Protagoras and the Laches.	True
CHRISTIANITY AND GREEK PHILOSOPHY ***	Theaetetus	Theaetetus essays a variety of answers, such as, "Science is sensation," "Science is right judgment or opinion," "Science is right opinion with logical definition."	True
PHILEBUS ***	Theaetetus	Of the Heracliteans, whom he is said by Aristotle to have cultivated in his youth, he speaks in the Philebus, as in the Theaetetus and Cratylus, with irony and contempt.	True
PLATO, COMPANIONS OF SOKRATES, VOL I ***	Theaetetus	The Theaetetus and the Parmenides, two of the most negative among the Platonic dialogues, seem to connect themselves, by the _personnel_ of the drama, with the Megaric philosophers: the former dialogue is ushered in by Eukleides, and is, as it were, dedicated to him: the latter dialogue exhibits, as its _protagonistes_, the veteran Parmenides himself, who forms the one factor of the Megaric philosophy, while Sokrates forms the other.	True
PLATO, COMPANIONS OF SOKRATES, VOL IV ***	Theaetetus	This passage deserves notice, inasmuch as Plato here affirms, in very plain language, the Protagorean doctrine, which we have seen him trying to refute in the Theaetetus and Kratylus,--"Homo Mensura,--Every man is a measure to himself.	True
HISTORY OF FREE THOUGHT IN REFERENCE TO THE CHRISTIAN RELIGION***	Theaetetus	(1) it was viewed as a fact of mind, an innate conception of forms (e.g. in Meno); (2) as useful in guiding perplexed minds to truth, and sifting philosophical doctrines by means of the dialectical process, e.g. in the Theaetetus and Parmenides; (3) as representing an objective reality, a true cause in nature external to the mind, as well as an hypothesis in science (e.g. in the Republic); (4) as having a mystical connexion with divinity, and furnishing a cosmogony, Whether this passage, from the subjective conception to the objective reality, be really or only logically the order of development in Plato's ideal theory, it is clear that the growth of Schleiermacher's mind admits of comparison with this supposed order of development in Plato; though there is a slight variation in the steps of the process.	True
THE ECLIPSE OF FAITH ***	Theaetetus	As it turns out, Socrates, appears to be at least equally ignorant with Theaetetus as to the definition of which he is in search.	True
A REVIEW OF THE SYSTEMS OF ***	Theaetetus	The passage from the Theaetetus above quoted shows us the unhappy and subservient position of Athenian women in one respect; and many other passages of Plato throw an unfavorable light upon their lot; though we have, perhaps, to remember that the central figure of the Dialogues had some personal reason for being a woman-hater.	True
INTRODUCTION TO THE ***	Theaetetus	Plato also clearly teaches us that our apostacy from better natures is only to be healed by a flight from hence, when he defines in his Theaetetus philosophy to be a flight from terrestrial evils: for he evinces by this that passions are connascent with mortals alone.	True
PROTAGORAS ***	Theaetetus	It may be remarked that Protagoras is consistently presented to us throughout as the teacher of moral and political virtue; there is no allusion to the theories of sensation which are attributed to him in the Theaetetus and elsewhere, or to his denial of the existence of the gods in a well-known fragment ascribed to him; he is the religious rather than the irreligious teacher in this Dialogue.	True
PHAEDO ***	Theaetetus	The Theaetetus also describes, in a digression, the desire of the soul to fly away and be with God--'and to fly to him is to be like him.'	True
STATESMAN ***	Theaetetus	The Stranger suggests that Theaetetus shall be allowed to rest, and that Socrates the younger shall respond in his place; Theodorus agrees to the suggestion, and Socrates remarks that the name of the one and the face of the other give him a right to claim relationship with both of them.	False
THE LEGACY OF GREECE ***	Theaetetus	Theaetetus died young, but we know enough of him to feel sure that he was one of the few great original mathematicians who have appeared in history.	False
MENO ***	Theaetetus	The difficulty in framing general notions which has appeared in this and in all the previous Dialogues recurs in the Gorgias and Theaetetus as well as in the Republic.	True
THE MOGHUL ***	The Antichrist	The Antichrist himself could not have made our cup more bitter, could not have given us a greater test of our Christian love.	False
VISIONARIES ***	The Antichrist	The Antichrist has been predicted for the past thousand years.	False
GARGANTUA AND PANTAGRUEL, ***	The Antichrist	 The Antichrist is already born; at least it is so reported by many.	False
THE DYNASTS ***	The Antichrist	A puppet I, by force inflexible, Was bid to wed Napoleon at a nod,-- The man acclaimed to me from cradle-days As the incarnate of all evil things, The Antichrist himself.--I kissed the cup, Gulped down the inevitable, and married him; But none the less I saw myself therein The lamb whose innocent flesh was dressed to grace The altar of dynastic ritual!-- Hence Elba flung no duty-call to me, Neither does Paris now.	False
SINISTER STREET, VOL. 2 ***	The Merchant of Venice	The performance of The Merchant of Venice took place and was a great success.	True
CHRISTIANITY AND PROGRESS ***	The Merchant of Venice	 So an authority in literature does not say to his students: The Merchant of Venice is a great drama; you may accept my judgment on that--I know.	True
WORKS OF SAMUEL JOHNSON V. 5 ***	The Merchant of Venice	Of The Merchant of Venice the style is even and easy, with few peculiarities of diction, or anomalies of construction.	True
SAY AND SEAL, VOLUME II ***	The Merchant of Venice	The Merchant of Venice was not the only play enacting that evening; and the temptation to break in upon the one, made the doctor, as often as he could, break off the other; though the interest of the plot for a while gave him little chance.	True
REVIEWS***	The Merchant of Venice	 However, there are many people, no doubt, who find a great source of interest in the fact that  he author of The Merchant of Venice once brought an action for the sum of 1 pound, 15s. 10d.	True
A MOTHER'S LIST OF BOOKS FOR ***	The Merchant of Venice	The plot of The Merchant of Venice is composed of two distinct stories: that of the bond, and that of the caskets.	True
OLD ENGLISH PLAYS ***	Aesop's Fables	A thousand thanks, sweet sir; I say to you, As Tully in his Aesop's Fables said _Ago tibi gratias_; so farewell, _vale_!	True
SHORT STORIES OLD AND NEW ***	Aesop's Fables	From Aesop's Fables to Kipling's Jungle Books literature is full of animal stories.	True
THE PG ENCYCLOPEDIA, VOL 1 ***	Aesop's Fables	 The collections which we possess under the name of Aesop's Fables are late renderings of Babrius's Version or Progumnasmata, rhetorical exercises of varying age and merit.	True
PG WORKS OF O.W. HOLMES ***	Aesop's Fables	If there are any among my readers who loved Aesop's Fables chiefly on account of the Moral appended, they will perhaps be pleased to turn backward and learn what I have to say here.	True
FORGOTTEN BOOKS OF THE AMERICAN NURSERY***	Aesop's Fables	To this Purpose, I think Aesop's Fables the best which being Stories apt to delight and entertain a child, may yet afford useful Reflections to a grown Man....	True
LINCOLN'S YARNS AND STORIES ***	Aesop's Fables	Aesop's Fables have been printed in book form in almost every language and millions have read them with pleasure and profit.	True
BIG DUMMY'S GUIDE TO THE INTERNET ***	Aesop's Fables	Begun in 1971, the project already maintains a "library" of hundreds of books and stories, from Aesop's Fables to "Through the Looking Glass" available for the taking.	True
THE NEGRO PROBLEM ***	Aesop's Fables	I have heard by the hour some ordinary old uneducated Negro tell those inimitable animal stories, brought to literary existence in "Uncle Remus," with such quaint humor, delicious conceit and masterly delineation of plot, character and incident that nothing but the conventional rating of Aesop's Fables could put them in the same class.	True
